timestamp,region,redis_hit_rate,db_query_time_ms,api_latency_ms,checkout_success_rate,hourly_revenue_usd
2026-07-21 00:00:00,US-East,0.9071707752453216,31.562976726874936,50.23657592322868,0.9851416723791049,48625.6271838286
2026-07-21 01:00:00,US-East,0.9654197080391702,48.90464579629351,67.88324951993086,0.9825949303424667,48157.62107879902
2026-07-21 02:00:00,US-East,0.9698320715151515,43.90264588664063,62.53112232874012,0.9894484490865422,44111.93941299323
2026-07-21 03:00:00,US-East,0.9291178647259123,41.749195695627535,60.12531565375362,0.9956102825997636,48648.064493813385
2026-07-21 04:00:00,US-East,0.9292500237312754,37.78950552704863,55.62377038002231,0.989005557888395,52685.91510522027
2026-07-21 05:00:00,US-East,0.9328043898734616,48.60471358575368,66.4564903384274,0.9960234551505629,51724.67164447707
2026-07-21 06:00:00,US-East,0.9379694399756551,45.87512022004573,68.2946493977998,0.9916716403711919,49613.235663250736
2026-07-21 07:00:00,US-East,0.963248835320573,42.72426774949244,61.90343285578864,0.9827494744634211,49165.7537731135
2026-07-21 08:00:00,US-East,0.9374964334965051,35.831482386856585,55.62485146886214,0.9911539090945256,52462.06446214553
2026-07-21 09:00:00,US-East,0.9509134179204481,42.49554189151833,62.60160244663739,0.974011480804659,48272.33682204833
2026-07-21 10:00:00,US-East,0.9459255218102027,47.26608881451861,67.57140001806948,0.9982117575046322,50082.93925782376
2026-07-21 11:00:00,US-East,0.9755121838041932,49.45641527454541,69.25851075597215,0.9937475933029316,49815.63372230523
2026-07-21 12:00:00,US-East,0.9345989724478997,35.406324758907886,55.589485060060845,0.9883215510665319,49539.49325634563
2026-07-21 13:00:00,US-East,0.9384133495216734,48.78279594023752,67.99054116790373,1.0,52426.31169720885
2026-07-21 14:00:00,US-East,0.9094037904839013,44.17542122321622,68.5994480958863,0.9924910377467544,45669.57363198344
2026-07-21 15:00:00,US-East,0.9710344200042684,48.43026434445675,67.63239025856561,0.9829984853965648,50507.10943919658
2026-07-21 16:00:00,US-East,0.9615066320251833,38.59909839397265,60.43590547142958,0.9885354631124496,50144.46709242739
2026-07-21 17:00:00,US-East,0.928310681761923,46.366306219179585,66.30551657302613,0.9929867523121777,50694.19802441002
2026-07-21 18:00:00,US-East,0.9489300161874394,45.98682058236566,64.51068337926182,0.9931261141742838,47470.97503044618
2026-07-21 19:00:00,US-East,0.9375738233998074,53.3897799335396,74.83898346421222,0.9847940350264446,52114.946567260195
2026-07-21 20:00:00,US-East,0.9803316098015964,40.43136212712415,58.67456130280356,0.9965059554248337,53307.19320429691
2026-07-21 21:00:00,US-East,0.9484537066339948,41.20973019843018,63.58691214264161,0.9928665919589583,48616.832172230614
2026-07-21 22:00:00,US-East,0.9171906107612691,44.18458520422019,60.51439961011405,0.9864857760274096,52510.82865283445
2026-07-21 23:00:00,US-East,0.9258316920163875,43.63597595942486,63.42312877548339,0.9893230846469161,55241.86872387106
2026-07-22 00:00:00,US-East,0.9456457947136907,47.85169140979059,67.57807505015738,0.9899259114977698,50145.211189527174
2026-07-22 01:00:00,US-East,0.9584363971459395,37.46317289012356,57.65603245699464,0.9863977299642712,51634.620155797995
2026-07-22 02:00:00,US-East,0.9316998005171526,47.95579308975245,70.95842922972746,0.9794277938664129,52689.650119375496
2026-07-22 03:00:00,US-East,0.9348685525071008,38.29495652633518,57.381681496646344,0.9865675224255185,50499.33351890659
2026-07-22 04:00:00,US-East,0.957201661411028,46.9286913730259,66.40148382926313,0.9808663258293824,49419.079580523314
2026-07-22 05:00:00,US-East,0.9158344656158849,43.94294171002434,66.78793082703234,0.9916885981516202,48008.358536204425
2026-07-22 06:00:00,US-East,0.932761460098603,50.43878041561988,71.00151922204485,0.9890942510030976,50431.21389430835
2026-07-22 07:00:00,US-East,0.9292001035593315,39.64996251615759,63.209155134167496,0.9749039790562565,51962.03884937368
2026-07-22 08:00:00,US-East,0.9590265102224856,46.5730121214834,64.51089926333432,0.9843252499667701,47131.792914137455
2026-07-22 09:00:00,US-East,0.9193896588839087,46.54801013526435,64.22176201668839,0.9911691028702585,52950.77781478813
2026-07-22 10:00:00,US-East,0.9408696724262409,50.62111869392125,69.93998296691936,0.998731263912831,48974.58324184235
2026-07-22 11:00:00,US-East,0.9562803702576036,39.08500020797425,59.68908008958002,0.9784669496640798,47698.49827084763
2026-07-22 12:00:00,US-East,0.9033675635438456,45.42066842985278,65.73718741969375,0.9905541505501294,50159.63523951333
2026-07-22 13:00:00,US-East,0.9448789548717517,39.190040271370606,62.951246581584186,0.9928286357966327,49933.39543081252
2026-07-22 14:00:00,US-East,0.9690448253115121,44.62516107656077,63.83466700616133,0.9889522652071914,48744.886392510765
2026-07-22 15:00:00,US-East,0.9327159081285729,45.565368396454346,64.36162245571049,0.9881265092698661,48376.63488615695
2026-07-22 16:00:00,US-East,0.9447573630366102,37.32461934047517,56.58300720359156,0.9857717046317558,50896.82286741532
2026-07-22 17:00:00,US-East,0.9291352619727401,45.897855871933885,69.80350572980461,0.9961754006723074,51572.54841989691
2026-07-22 18:00:00,US-East,0.9328677261376145,46.177742380178195,66.17708392820572,0.9951423948974475,50689.388173496605
2026-07-22 19:00:00,US-East,0.9562661785066383,48.30881814798119,67.01487314320433,0.9946974450885692,49786.34832000212
2026-07-22 20:00:00,US-East,0.9755698561675258,48.77809795150642,68.54402669122359,0.9882465811923741,52756.037427774565
2026-07-22 21:00:00,US-East,0.9637949955216576,47.2301777697216,69.15627356561046,0.9934528830257306,50510.61317113613
2026-07-22 22:00:00,US-East,0.9663604269617109,47.80240737388599,67.15084594321566,0.9997374033950045,48713.7384228955
2026-07-22 23:00:00,US-East,0.9385551735120343,40.19294766250662,61.388842661895595,0.9879572187036753,48299.13787083832
2026-07-23 00:00:00,US-East,0.8908618321018923,47.72958822677219,67.73073141121185,0.9951592846772117,51858.47246413781
2026-07-23 01:00:00,US-East,0.9358287696196831,46.48160325359487,67.84817018479401,0.984536605104394,46870.725190430945
2026-07-23 02:00:00,US-East,0.9132097657445978,48.507357280558296,71.47075128110208,0.9913843527405803,47398.749876185546
2026-07-23 03:00:00,US-East,0.947705674384813,47.49257392928669,65.90284727445425,0.9842433987600171,48130.70948003412
2026-07-23 04:00:00,US-East,0.9227454892067677,47.02336805223549,63.36745717193972,0.9931667530141356,50323.89884423505
2026-07-23 05:00:00,US-East,0.9624030551975309,41.25142495061487,59.93054823257304,0.9869613368735052,49653.95627825522
2026-07-23 06:00:00,US-East,0.9512045922476183,48.61084617446978,65.0053589573505,0.9942597837032683,49360.29671313667
2026-07-23 07:00:00,US-East,0.9275022209631187,44.24630105016927,65.10126975664404,1.0,47971.13323325777
2026-07-23 08:00:00,US-East,0.9831153619900863,39.530615964174885,61.52109162363091,0.9979712959090008,47601.636389793726
2026-07-23 09:00:00,US-East,0.9479146378376848,50.051594506515684,70.28236933062202,0.9940279085127576,47925.94287495793
